"","ssp","drought_stress","insect_risk","disease_risk","photosynhthesis_day","risk_rain","yday_speargrowth","yday_harvest_star","accumulated_chill","frost_risk","diurnal_risk","rainharvest_risk","heatharvest_risk","Tsoil_mean","id"
"ssp245--IPSL-CM6A-LR--2075--2025","ssp245",0.11,0.57,0,103,0,54,60,73.14,0.6,0.4,0.1,0.65,21.3139838539334,2825
"ssp245--IPSL-CM6A-LR--2075--2026","ssp245",0.37,0.42,0,117,0.3,53,59,82.24,0.2,0.2,0.1,0.25,21.6699022719268,2826
"ssp245--IPSL-CM6A-LR--2075--2027","ssp245",0.25,0.28,0,94,0.1,65,71,90.02,0.1,0.5,0.2,0.45,21.1644592789729,2827
"ssp245--IPSL-CM6A-LR--2075--2028","ssp245",0.58,0.53,0,107,0.1,53,59,77.95,0.3,0.3,0.1,0.4,20.5658838612465,2828
"ssp245--IPSL-CM6A-LR--2075--2029","ssp245",0.3,0.5,0,84,0.1,48,54,77.19,0.4,0.2,0.1,0.3,19.891095438411,2829
"ssp245--IPSL-CM6A-LR--2075--2030","ssp245",0.15,0.33,0,103,0.1,46,52,75.32,0,0.3,0.3,0.8,20.216672311144,2830
"ssp245--IPSL-CM6A-LR--2075--2031","ssp245",0.33,0.45,0,102,0,47,53,75.15,0.7,0.1,0.1,0.05,17.8903758417451,2831
"ssp245--IPSL-CM6A-LR--2075--2032","ssp245",0.49,0.45,0.2,100,0.1,58,64,85.65,0,0.1,0.1,0.05,20.5862452101556,2832
"ssp245--IPSL-CM6A-LR--2075--2033","ssp245",0.26,0.64,0,107,0.1,66,72,85.19,0.3,0.1,0,0,19.1065864004699,2833
"ssp245--IPSL-CM6A-LR--2075--2034","ssp245",0.29,0.32,0,96,0.1,53,59,72.72,0.3,0.2,0,0.65,21.3322838302405,2834
"ssp245--IPSL-CM6A-LR--2075--2035","ssp245",0.3,0.33,0,108,0.2,52,58,78.51,0.8,0.2,0.1,0.3,19.1400829445263,2835
"ssp245--IPSL-CM6A-LR--2075--2036","ssp245",0.11,0.55,0,93,0.3,62,68,84.68,0,0,0.1,0.1,19.7099909554629,2836
"ssp245--IPSL-CM6A-LR--2075--2037","ssp245",0.12,0.47,0,98,0.25,74,80,91.09,0.2,0.2,0.1,0.45,20.8551476610587,2837
"ssp245--IPSL-CM6A-LR--2075--2038","ssp245",0.49,0.45,0,103,0.2,43,49,69.41,0,0.2,0.2,0.35,19.0996094822354,2838
"ssp245--IPSL-CM6A-LR--2075--2039","ssp245",0.45,0.45,0,103,0,51,57,78.79,0.3,0.6,0.2,0.6,19.954945524274,2839
"ssp245--IPSL-CM6A-LR--2075--2040","ssp245",0.18,0.38,0,95,0,48,54,77.43,0.9,0.3,0.1,0.3,19.1941383182838,2840
"ssp245--IPSL-CM6A-LR--2075--2041","ssp245",0.35,0.69,0,112,0,51,57,70.7,0.3,0.2,0,0.3,19.8286583220119,2841
"ssp245--IPSL-CM6A-LR--2075--2042","ssp245",0.3,0.38,0,110,0,56,62,83.27,0,0.2,0.3,0.15,20.2144261533371,2842
"ssp245--IPSL-CM6A-LR--2075--2043","ssp245",0.36,0.54,0,104,0.2,55,69,85.43,0.2,0.1,0.1,0.35,20.3698488898217,2843
"ssp245--IPSL-CM6A-LR--2075--2044","ssp245",0.42,0.32,0,111,0.1,72,78,91.51,0.2,0.2,0,0.2,20.8878274496566,2844
"ssp245--IPSL-CM6A-LR--2075--2045","ssp245",0.27,0.76,0,114,0.1,59,73,83.35,0,0.1,0.2,0.05,20.4274488119735,2845
"ssp245--IPSL-CM6A-LR--2075--2046","ssp245",0.43,0.81,0,108,0.7,56,62,79.52,0,0,0,0.3,21.3854125201446,2846
"ssp245--IPSL-CM6A-LR--2075--2047","ssp245",0.37,0.54,0,102,0.2,62,68,91.4,0.4,0.1,0.2,0.25,19.9522615705667,2847
"ssp245--IPSL-CM6A-LR--2075--2048","ssp245",0.41,0.7,0,89,0,53,59,84.02,0.1,0,0.2,0.6,20.6551017843748,2848
"ssp245--IPSL-CM6A-LR--2075--2049","ssp245",0.06,0.43,0,97,0,62,68,89.78,0.1,0,0,0.3,21.9492691274436,2849
"ssp245--IPSL-CM6A-LR--2075--2050","ssp245",0.32,0.32,0,98,0.2,49,55,70.38,0.2,0.1,0.1,0.05,18.176047315472,2850
"ssp245--IPSL-CM6A-LR--2075--2051","ssp245",0.45,0.44,0,101,0.1,44,50,66.23,0.1,0.2,0,0.35,19.7812533706877,2851
"ssp245--IPSL-CM6A-LR--2075--2052","ssp245",0,0.25,0,108,0,48,54,76.49,0,0.1,0,0.05,19.472903781572,2852
"ssp245--IPSL-CM6A-LR--2075--2053","ssp245",0.2,0.21,0.25,113,0,56,62,80.01,0.1,0.2,0.2,0.3,19.9970753938613,2853
"ssp245--IPSL-CM6A-LR--2075--2054","ssp245",0.16,0.41,0,100,0.2,55,61,83.91,0,0,0.1,0.6,20.7003644342004,2854
"ssp245--IPSL-CM6A-LR--2075--2055","ssp245",0.29,0.31,0.2,93,0.2,55,61,76.49,0,0.1,0,0.35,20.5250507253281,2855
"ssp245--IPSL-CM6A-LR--2075--2056","ssp245",0.34,0.35,0,113,0,48,78,75.69,0,0.3,0,0,20.7964264901133,2856
"ssp245--IPSL-CM6A-LR--2075--2057","ssp245",0.36,0.44,0,113,0,52,58,78.25,0.7,0.8,0,0.4,20.1808495645711,2857
"ssp245--IPSL-CM6A-LR--2075--2058","ssp245",0.25,0.14,0,94,0.1,51,70,79.71,0,0.3,0.1,0.2,20.5173942703859,2858
"ssp245--IPSL-CM6A-LR--2075--2059","ssp245",0.17,0.59,0,109,0.1,59,65,81.26,0,0.1,0.2,0.1,20.4346067390285,2859
"ssp245--IPSL-CM6A-LR--2075--2060","ssp245",0.38,0.38,0,103,0,65,71,80.94,0,0.2,0,0.2,20.7404062995147,2860
"ssp245--IPSL-CM6A-LR--2075--2061","ssp245",0.37,0.47,0,100,0.1,59,69,85.21,0.4,0.1,0.2,0.3,19.6801662183189,2861
"ssp245--IPSL-CM6A-LR--2075--2062","ssp245",0.36,0.32,0,80,0.4,45,51,78.34,0.4,0.1,0,0.15,19.2469543383112,2862
"ssp245--IPSL-CM6A-LR--2075--2063","ssp245",0.32,0.46,0,104,0,59,65,79.57,0,0.5,0.2,0.5,21.2866109716853,2863
"ssp245--IPSL-CM6A-LR--2075--2064","ssp245",0.3,0.66,0,104,0.1,47,53,75.83,0.6,0.1,0.1,0.3,20.2814859498107,2864
"ssp245--IPSL-CM6A-LR--2075--2065","ssp245",0.32,0.34,0,86,0.1,51,57,84.46,0.1,0.2,0.1,0.15,19.9631855499338,2865
"ssp245--IPSL-CM6A-LR--2075--2066","ssp245",0.21,0.8,0,97,0.1,73,79,93.71,0.1,0.4,0.1,0.45,22.77957646389,2866
"ssp245--IPSL-CM6A-LR--2075--2067","ssp245",0.31,0.4,0,99,0,62,68,80.53,0.1,0,0.3,0.1,20.3099935554666,2867
"ssp245--IPSL-CM6A-LR--2075--2068","ssp245",0.4,0.67,0,100,0,66,72,88.7,0.4,0.2,0.2,0.1,20.4269832547547,2868
"ssp245--IPSL-CM6A-LR--2075--2069","ssp245",0.27,0.51,0,100,0,69,75,90.13,0,0.2,0.2,0.75,21.816849315378,2869
"ssp245--IPSL-CM6A-LR--2075--2070","ssp245",0.24,0.4,0,103,0.1,45,52,74.8,0.7,0,0.2,0.25,19.6409664786193,2870
"ssp245--IPSL-CM6A-LR--2075--2071","ssp245",0.17,0.51,0,101,0.2,51,57,78.26,0,0,0,0.2,19.0982786749023,2871
"ssp245--IPSL-CM6A-LR--2075--2072","ssp245",0.11,0.44,0,105,0.2,58,64,75.34,0.2,0,0.1,0.05,20.2530031207181,2872
"ssp245--IPSL-CM6A-LR--2075--2073","ssp245",0.45,0.44,0,106,0.1,75,81,86.55,0,0.2,0.3,0.25,22.6323508634024,2873
"ssp245--IPSL-CM6A-LR--2075--2074","ssp245",0.32,0.36,0,110,0,45,51,68.61,1,0.3,0.1,0,17.4612603817217,2874
"ssp245--IPSL-CM6A-LR--2075--2075","ssp245",0.26,0.21,0,82,0.5,50,56,74.09,0.3,0.1,0.2,0.2,19.931662235518,2875
"ssp245--IPSL-CM6A-LR--2075--2076","ssp245",0.26,0.34,0,89,0.2,53,59,83.41,0.5,0.2,0.2,0.35,19.6615697081397,2876
"ssp245--IPSL-CM6A-LR--2075--2077","ssp245",0.25,0.23,0,98,0.2,58,64,87.49,0.3,0.2,0.2,0.6,21.3116986308346,2877
"ssp245--IPSL-CM6A-LR--2075--2078","ssp245",0.23,0.33,0,104,0,63,69,86.93,0,0,0.4,0.05,20.4653254384051,2878
"ssp245--IPSL-CM6A-LR--2075--2079","ssp245",0.2,0.23,0,102,0.1,48,54,74.38,0.1,0.2,0,0.55,20.7528814964977,2879
"ssp245--IPSL-CM6A-LR--2075--2080","ssp245",0.42,0.38,0,107,0,72,79,87.48,0.2,0.5,0,0.3,21.7107930239856,2880
"ssp245--IPSL-CM6A-LR--2075--2081","ssp245",0.23,0.31,0,103,0.2,70,76,92.05,0.7,0.3,0.2,0.05,18.8842668529903,2881
"ssp245--IPSL-CM6A-LR--2075--2082","ssp245",0.28,0.1,0,97,0.25,59,65,81.66,0.1,0.1,0,0.1,20.692678207694,2882
"ssp245--IPSL-CM6A-LR--2075--2083","ssp245",0.38,0.68,0,99,0,46,52,74.85,0.4,0.3,0,0,17.9700089847489,2883
"ssp245--IPSL-CM6A-LR--2075--2084","ssp245",0.46,0.85,0,102,0,77,87,95.33,0,0.1,0.1,0.15,21.2159680938255,2884
"ssp245--IPSL-CM6A-LR--2075--2085","ssp245",0.52,0.69,0,107,0,75,81,94.12,0.1,0.3,0.2,0.4,21.8053127321675,2885
"ssp245--IPSL-CM6A-LR--2075--2086","ssp245",0.31,0.43,0,98,0.4,71,82,96.22,0,0.2,0.1,0.4,23.0521708562856,2886
"ssp245--IPSL-CM6A-LR--2075--2087","ssp245",0.23,0.71,0,96,0.3,69,75,87.52,0,0.1,0,0.05,20.5795346037736,2887
"ssp245--IPSL-CM6A-LR--2075--2088","ssp245",0.17,0.21,0,101,0.1,58,64,83.7,0.4,0.2,0.1,0.25,20.6168433140384,2888
"ssp245--IPSL-CM6A-LR--2075--2089","ssp245",0.31,0.47,0,98,0,62,68,88.99,0.1,0,0,0,18.0676210337004,2889
"ssp245--IPSL-CM6A-LR--2075--2090","ssp245",0.23,1,0,113,0.1,68,74,89.44,0.1,0,0,0,21.0801638367179,2890
"ssp245--IPSL-CM6A-LR--2075--2091","ssp245",0.25,0.14,0,103,0,68,74,93.39,0.2,0,0,0,19.9989066233508,2891
"ssp245--IPSL-CM6A-LR--2075--2092","ssp245",0.23,0.41,0,109,0.1,59,65,80.93,0.1,0.2,0.2,0.25,20.5959809630957,2892
"ssp245--IPSL-CM6A-LR--2075--2093","ssp245",0.33,0.54,0,105,0.1,57,63,75.02,1,0.2,0.1,0.5,19.4678348973223,2893
"ssp245--IPSL-CM6A-LR--2075--2094","ssp245",0.33,0.52,0,108,0,55,61,84.14,0,0,0.2,0.15,21.4288367333387,2894
"ssp245--IPSL-CM6A-LR--2075--2095","ssp245",0.36,0.41,0,113,0.1,50,56,74.58,1,0.2,0.2,0.2,19.0292830924173,2895
"ssp245--IPSL-CM6A-LR--2075--2096","ssp245",0.13,0.26,0,99,0.2,44,50,61.42,0.1,0.1,0.1,0,18.3522310283101,2896
"ssp245--IPSL-CM6A-LR--2075--2097","ssp245",0.12,0.53,0,96,0,56,64,78.21,0.1,0.1,0.1,0.05,19.8885073022352,2897
"ssp245--IPSL-CM6A-LR--2075--2098","ssp245",0.36,0.44,0,97,0,54,60,80.81,0.3,0,0.3,0.45,20.1793028140058,2898
"ssp245--IPSL-CM6A-LR--2075--2099","ssp245",0.48,0.63,0,91,0.2,64,70,91.83,0,0,0.1,0.25,20.477527594111,2899
"ssp245--IPSL-CM6A-LR--2075--2100","ssp245",0.39,0.43,0,93,0.1,57,63,80.33,0.4,0.2,0.2,0,20.7764763142936,2900
"ssp245--MIROC6--2075--2001","ssp245",0.41,0.1,0,85,0.1,48,54,75.71,0.7,0.5,0,0.4,19.3831913548989,2901
"ssp245--MIROC6--2075--2002","ssp245",0.29,0.23,0,88,0.2,50,56,77.67,0.5,0.6,0,0.15,20.0099093357253,2902
"ssp245--MIROC6--2075--2003","ssp245",0.17,0.14,0.2,88,0,63,69,91.38,0.2,0.5,0.4,0.45,20.0974389802989,2903
"ssp245--MIROC6--2075--2004","ssp245",0.51,0.4,0,92,0.1,59,65,77.49,0.5,0.3,0,0.2,19.8441364313705,2904
"ssp245--MIROC6--2075--2005","ssp245",0.18,0.2,0,96,0,53,59,78.23,0.4,0.6,0,0.3,19.5626774865246,2905
"ssp245--MIROC6--2075--2006","ssp245",0.24,0.35,0,102,0.15,51,57,78.71,0.6,0.8,0.3,0.4,20.0140411517466,2906
"ssp245--MIROC6--2075--2007","ssp245",0.18,0,0,89,0.2,49,68,78.48,0.3,0.3,0.3,0.15,20.4750642221657,2907
"ssp245--MIROC6--2075--2008","ssp245",0.41,0.58,0,84,0.5,50,56,75.39,0.4,0.7,0.3,0.85,20.9728923504742,2908
"ssp245--MIROC6--2075--2009","ssp245",0.19,0.37,0,91,0.5,63,69,91.02,0,0.6,0,0.35,21.7787648689069,2909
"ssp245--MIROC6--2075--2010","ssp245",0.51,0.23,0,94,0.3,78,87,101.13,0.3,0.3,0.1,0,19.7862930291935,2910
"ssp245--MIROC6--2075--2011","ssp245",0.28,0.46,0,77,0.1,55,73,79.39,0,0.7,0,0.5,21.2593329450022,2911
"ssp245--MIROC6--2075--2012","ssp245",0.21,0.56,0,100,0.2,61,67,87.33,0.7,0.6,0.2,0.2,19.1608405113985,2912
"ssp245--MIROC6--2075--2013","ssp245",0.46,0.45,0,79,0.3,63,69,81.03,0.8,0.4,0.1,0,18.2800080823887,2913
"ssp245--MIROC6--2075--2014","ssp245",0.25,0.26,0,81,0.1,51,57,78.76,1,0.5,0,0.45,18.387067218733,2914
"ssp245--MIROC6--2075--2015","ssp245",0.46,0.44,0,86,0.8,56,62,80.85,0.3,0.4,0.2,0.25,19.3031211624915,2915
"ssp245--MIROC6--2075--2016","ssp245",0.2,0.33,0,106,0.1,48,54,72.39,0.3,0.9,0.2,0.4,19.6466628394305,2916
"ssp245--MIROC6--2075--2017","ssp245",0.13,0.47,0,90,0.3,70,76,89.65,0.6,0.6,0.1,0.3,20.9757109691157,2917
"ssp245--MIROC6--2075--2018","ssp245",0.1,0.78,0,104,0,56,62,83.39,0,0.2,0.3,0.15,20.4270561588442,2918
"ssp245--MIROC6--2075--2019","ssp245",0.27,0.34,0,90,0.3,55,61,78.03,0.6,0.2,0.1,0.15,19.9148984926854,2919
"ssp245--MIROC6--2075--2020","ssp245",0.28,0.1,0,81,0.1,50,56,78.22,0.7,0.5,0.1,0.25,19.8480582928916,2920
"ssp245--MIROC6--2075--2021","ssp245",0.21,0.2,0,93,0.3,63,69,80.41,0.2,0.3,0.1,0.65,21.471433106197,2921
"ssp245--MIROC6--2075--2022","ssp245",0.18,0.36,0,100,0.1,71,77,96.62,0.3,0.6,0,0.6,20.9524801297751,2922
"ssp245--MIROC6--2075--2023","ssp245",0.42,0.39,0,90,0,45,51,75.32,0.5,0.6,0.2,0.3,19.7814555922816,2923
"ssp245--MIROC6--2075--2024","ssp245",0.26,0.39,0,98,0.1,47,53,76.35,0.1,0.5,0.4,0.15,19.9646293899802,2924
"ssp245--MIROC6--2075--2025","ssp245",0.11,0.48,0,95,0,56,64,74.5,0.7,0.8,0.1,0.6,21.393506530353,2925
"ssp245--MIROC6--2075--2026","ssp245",0.37,0.11,0,107,0.3,55,61,85.17,0.3,0.4,0.1,0.25,21.4970984849884,2926
"ssp245--MIROC6--2075--2027","ssp245",0.25,0.24,0,71,0.1,66,72,88.13,0.2,0.6,0.2,0.4,21.045314788045,2927
"ssp245--MIROC6--2075--2028","ssp245",0.51,0.47,0,97,0.1,54,61,81.35,0.3,0.8,0.1,0.4,20.4790033408609,2928
"ssp245--MIROC6--2075--2029","ssp245",0.3,0.45,0.25,78,0.2,49,55,75.7,0.4,0.5,0.1,0.3,19.6505295490892,2929
"ssp245--MIROC6--2075--2030","ssp245",0.22,0.12,0,96,0.2,46,52,74.78,0,0.7,0.3,0.8,19.9383243196178,2930
"ssp245--MIROC6--2075--2031","ssp245",0.28,0.37,0,89,0.2,48,54,77.71,0.9,0.1,0.1,0.05,17.6583655706083,2931
"ssp245--MIROC6--2075--2032","ssp245",0.46,0.13,0.2,87,0.2,59,65,81.74,0,0.4,0.1,0,20.4218373259702,2932
"ssp245--MIROC6--2075--2033","ssp245",0.31,0.51,0,97,0.1,69,75,89.02,0.4,0.6,0,0,19.1245947473945,2933
"ssp245--MIROC6--2075--2034","ssp245",0.22,0.3,0,87,0.1,53,59,76.29,0.3,0.8,0,0.6,21.0891451007953,2934
"ssp245--MIROC6--2075--2035","ssp245",0.28,0.32,0,98,0.4,54,60,81.46,0.8,0.3,0,0.35,18.963478288813,2935
"ssp245--MIROC6--2075--2036","ssp245",0.11,0.34,0,79,0.6,62,68,86.14,0.1,0.1,0.1,0.05,19.5421466929062,2936
"ssp245--MIROC6--2075--2037","ssp245",0.06,0.25,0,86,0.35,74,80,93.76,0.5,0.4,0.1,0.55,20.682777071056,2937
"ssp245--MIROC6--2075--2038","ssp245",0.49,0.27,0,97,0.1,44,50,75.11,0.1,0.3,0.2,0.2,18.82325027001,2938
"ssp245--MIROC6--2075--2039","ssp245",0.39,0.41,0,98,0,57,63,87.86,0.5,0.9,0.2,0.65,19.9706372416136,2939
"ssp245--MIROC6--2075--2040","ssp245",0.18,0.38,0,86,0,49,55,80.82,1,0.6,0,0.25,18.9362541738319,2940
"ssp245--MIROC6--2075--2041","ssp245",0.26,0.45,0,108,0,53,59,79.27,0.3,0.5,0,0.25,19.6987257599957,2941
"ssp245--MIROC6--2075--2042","ssp245",0.24,0.11,0,100,0,57,63,82.71,0.1,0.2,0.2,0.15,20.053761732652,2942
"ssp245--MIROC6--2075--2043","ssp245",0.23,0.4,0,95,0.3,57,80,88.33,0,0.3,0.1,0.3,21.1543432839113,2943
"ssp245--MIROC6--2075--2044","ssp245",0.42,0.22,0,101,0.3,72,78,90.43,0.2,0.2,0,0.15,20.7207632270436,2944
"ssp245--MIROC6--2075--2045","ssp245",0.21,0.53,0,106,0.4,61,76,86.1,0,0.1,0.2,0.05,20.4389105235419,2945
"ssp245--MIROC6--2075--2046","ssp245",0.45,0.67,0,95,0.8,58,64,83.63,0.1,0.4,0,0.3,21.3151828213455,2946
"ssp245--MIROC6--2075--2047","ssp245",0.29,0.38,0,85,0.4,67,77,95.4,0.5,0.3,0.2,0.3,20.4685667446705,2947
"ssp245--MIROC6--2075--2048","ssp245",0.39,0.58,0,85,0,59,65,86.53,0.1,0.3,0.2,0.55,20.7254642101101,2948
"ssp245--MIROC6--2075--2049","ssp245",0.06,0.36,0,85,0.1,62,68,87.34,0.1,0.4,0,0.35,21.7839079046514,2949
"ssp245--MIROC6--2075--2050","ssp245",0.34,0.32,0,83,0.5,51,65,76.42,0.3,0.2,0.1,0.1,18.4886782697812,2950
"ssp245--MIROC6--2075--2051","ssp245",0.31,0.22,0,97,0.1,50,56,75.18,0.1,0.7,0.1,0.3,19.8196694905689,2951
"ssp245--MIROC6--2075--2052","ssp245",0,0.14,0,84,0,49,55,78.08,0.1,0.3,0,0,19.2202380532359,2952
"ssp245--MIROC6--2075--2053","ssp245",0.2,0.1,0.3,106,0.1,58,64,85.63,0.2,0.6,0.2,0.25,19.8664517207713,2953
"ssp245--MIROC6--2075--2054","ssp245",0.16,0.28,0,78,0.4,57,63,86.09,0,0.2,0.1,0.45,20.6212208978029,2954
"ssp245--MIROC6--2075--2055","ssp245",0.35,0.23,0,82,0.2,57,63,80.07,0,0.6,0,0.3,20.4142963122717,2955
"ssp245--MIROC6--2075--2056","ssp245",0.26,0.14,0,100,0.1,77,83,95.9,0,0.4,0,0,20.942279630446,2956
"ssp245--MIROC6--2075--2057","ssp245",0.36,0.23,0,105,0,55,64,84.15,0.6,1,0,0.25,20.3625895748736,2957
"ssp245--MIROC6--2075--2058","ssp245",0.23,0.14,0,87,0.3,69,75,92,0,0.7,0.1,0.25,20.7050146162604,2958
"ssp245--MIROC6--2075--2059","ssp245",0.24,0.22,0,95,0.3,62,68,86,0.1,0.1,0.1,0.1,20.3606312783934,2959
"ssp245--MIROC6--2075--2060","ssp245",0.39,0.16,0,90,0.1,66,72,84.33,0.2,0.6,0,0.2,20.6423003707895,2960
"ssp245--MIROC6--2075--2061","ssp245",0.32,0.37,0,89,0.2,73,79,92.52,0.3,0.2,0.2,0.25,20.2000463405908,2961
"ssp245--MIROC6--2075--2062","ssp245",0.3,0.32,0,72,0.4,46,52,75.38,0.7,0.4,0,0.05,18.9985992115681,2962
"ssp245--MIROC6--2075--2063","ssp245",0.17,0.25,0,94,0.1,60,66,79.17,0.1,0.9,0.2,0.55,21.1553197986291,2963
"ssp245--MIROC6--2075--2064","ssp245",0.3,0.57,0,97,0.1,51,57,79.85,0.8,0.4,0.1,0.25,20.2247454426981,2964
"ssp245--MIROC6--2075--2065","ssp245",0.26,0.23,0,72,0.1,52,62,85.86,0,0.4,0.1,0.1,20.1217776287514,2965
"ssp245--MIROC6--2075--2066","ssp245",0.21,0.49,0,87,0.2,74,80,92.44,0.1,0.9,0.1,0.5,22.6672136202554,2966
"ssp245--MIROC6--2075--2067","ssp245",0.3,0.34,0,88,0,64,70,85.04,0.1,0.2,0.3,0.05,20.1945419803636,2967
"ssp245--MIROC6--2075--2068","ssp245",0.39,0.42,0,91,0.25,67,73,92.44,0.4,0.8,0.3,0.05,20.3072015397366,2968
"ssp245--MIROC6--2075--2069","ssp245",0.28,0.4,0,93,0.1,69,75,89.96,0.1,0.4,0.2,0.7,21.6469498865881,2969
"ssp245--MIROC6--2075--2070","ssp245",0.29,0.34,0,93,0.1,54,60,81.55,1,0.3,0.2,0.3,19.7176102263379,2970
"ssp245--MIROC6--2075--2071","ssp245",0.17,0.34,0,87,0.3,52,58,77.75,0.3,0.3,0,0.05,18.8896003831863,2971
"ssp245--MIROC6--2075--2072","ssp245",0.11,0.22,0,95,0.2,59,65,82.02,0.2,0.1,0.1,0.05,20.0827692583463,2972
"ssp245--MIROC6--2075--2073","ssp245",0.44,0.24,0,89,0.3,75,81,88.12,0,0.7,0.3,0.25,22.4627082395687,2973
"ssp245--MIROC6--2075--2074","ssp245",0.32,0,0,104,0,50,56,74.26,1,0.6,0,0,17.213108254818,2974
"ssp245--MIROC6--2075--2075","ssp245",0.16,0,0,74,0.55,52,58,78.89,0.3,0.4,0.2,0.2,19.7631155420795,2975
"ssp245--MIROC6--2075--2076","ssp245",0.26,0.23,0,82,0.2,54,60,80.36,0.6,0.4,0.1,0.35,19.4639412408001,2976
"ssp245--MIROC6--2075--2077","ssp245",0.21,0.12,0,92,0.4,60,66,86.28,0.2,0.4,0.2,0.55,21.297543260672,2977
"ssp245--MIROC6--2075--2078","ssp245",0.17,0.21,0,94,0.2,67,73,91.72,0.1,0.3,0.4,0,20.4809211148228,2978
"ssp245--MIROC6--2075--2079","ssp245",0.19,0,0,94,0.55,49,55,75.28,0.1,0.6,0,0.55,20.5384715353976,2979
"ssp245--MIROC6--2075--2080","ssp245",0.35,0.36,0,95,0.2,79,85,98.01,0,0.7,0,0.3,22.050902924499,2980
"ssp245--MIROC6--2075--2081","ssp245",0.23,0.12,0.2,87,0.2,71,77,93.9,0.9,0.8,0.2,0,18.7287140816437,2981
"ssp245--MIROC6--2075--2082","ssp245",0.25,0,0,92,0.5,63,69,87.63,0,0.6,0,0.1,20.7893366936489,2982
"ssp245--MIROC6--2075--2083","ssp245",0.38,0.23,0,90,0,54,68,78.64,0.1,0.4,0,0,18.6107600822913,2983
"ssp245--MIROC6--2075--2084","ssp245",0.33,0.67,0,92,0,77,87,95.91,0.1,0.2,0.1,0.15,21.0410802678776,2984
"ssp245--MIROC6--2075--2085","ssp245",0.47,0.52,0,96,0,76,82,96.29,0.2,0.9,0.2,0.45,21.7076859526134,2985
"ssp245--MIROC6--2075--2086","ssp245",0.31,0.33,0,89,0.4,79,85,102.22,0,0.7,0.1,0.4,23.0672837137524,2986
"ssp245--MIROC6--2075--2087","ssp245",0.23,0.63,0,83,0.4,69,75,90.62,0.1,0.6,0,0.15,20.4155463954815,2987
"ssp245--MIROC6--2075--2088","ssp245",0.17,0.1,0,88,0.1,60,80,87.7,0.1,0.5,0.1,0.3,21.8171950343382,2988
"ssp245--MIROC6--2075--2089","ssp245",0.31,0.33,0,83,0,63,69,86.94,0.2,0.3,0,0,17.9094589915191,2989
"ssp245--MIROC6--2075--2090","ssp245",0.11,0.78,0,100,0.1,69,77,91.95,0.2,0.2,0,0.05,21.176164663017,2990
"ssp245--MIROC6--2075--2091","ssp245",0.25,0,0,85,0.1,72,78,95.46,0.3,0.6,0,0.05,20.0058638781123,2991
"ssp245--MIROC6--2075--2092","ssp245",0.23,0.29,0,99,0.2,61,67,85.74,0.1,0.2,0.2,0.15,20.5223425671315,2992
"ssp245--MIROC6--2075--2093","ssp245",0.33,0.39,0,92,0.2,58,64,81.47,1,0.5,0.1,0.45,19.3347690901922,2993
"ssp245--MIROC6--2075--2094","ssp245",0.28,0.33,0,91,0.1,61,67,89.98,0,0.1,0.2,0.1,21.6234620764909,2994
"ssp245--MIROC6--2075--2095","ssp245",0.36,0.45,0,104,0.1,51,57,79.15,1,0.5,0.2,0.25,18.7946017342024,2995
"ssp245--MIROC6--2075--2096","ssp245",0.08,0.16,0,87,0.2,44,50,63.1,0.3,0.3,0.1,0,18.097561674196,2996
"ssp245--MIROC6--2075--2097","ssp245",0.19,0.43,0,89,0,62,68,83.08,0.1,0.1,0.1,0.05,19.8505865548849,2997
"ssp245--MIROC6--2075--2098","ssp245",0.41,0.23,0,88,0.1,57,63,84.71,0.3,0.3,0.2,0.35,20.114467334985,2998
"ssp245--MIROC6--2075--2099","ssp245",0.42,0.42,0,85,0.45,65,71,93.15,0.1,0.7,0.1,0.25,20.3687625015465,2999
"ssp245--MIROC6--2075--2100","ssp245",0.31,0.35,0,80,0.2,60,66,85.05,0.5,0.5,0.2,0.1,20.7501239141155,3000
"ssp245--MPI-ESM1-2-LR--2075--2001","ssp245",0.41,0.1,0,90,0.2,48,54,73.28,0.7,0.2,0,0.3,18.723836367644,3001
"ssp245--MPI-ESM1-2-LR--2075--2002","ssp245",0.33,0.26,0,92,0,51,57,79.1,0.4,0,0.1,0.05,19.3732582290684,3002
"ssp245--MPI-ESM1-2-LR--2075--2003","ssp245",0.17,0,0.2,92,0,63,69,91.35,0.2,0,0.4,0.05,19.3871968033319,3003
"ssp245--MPI-ESM1-2-LR--2075--2004","ssp245",0.46,0.27,0,92,0.1,59,65,76.14,0.5,0,0,0,19.1095601159673,3004
"ssp245--MPI-ESM1-2-LR--2075--2005","ssp245",0.18,0.2,0,96,0,53,59,77.41,0.4,0.1,0,0.1,18.8783277285471,3005
"ssp245--MPI-ESM1-2-LR--2075--2006","ssp245",0.24,0.33,0,105,0,51,57,78.28,0.6,0.2,0.5,0.2,19.3305182831234,3006
"ssp245--MPI-ESM1-2-LR--2075--2007","ssp245",0.18,0,0,90,0.2,65,71,89.91,0.2,0.1,0.3,0,19.9781347245505,3007
"ssp245--MPI-ESM1-2-LR--2075--2008","ssp245",0.42,0.4,0,80,0.5,50,56,72.11,0.3,0,0.3,0.45,20.2396288883084,3008
"ssp245--MPI-ESM1-2-LR--2075--2009","ssp245",0.19,0.46,0,95,0.4,63,69,90.85,0,0.1,0.1,0.1,21.032248377386,3009
